,GrLivArea,OverallQual,YearBuilt,YearRemodAdd,TotRmsAbvGrd,FullBath,GarageArea,GarageCars,1stFlrSF,totalFlrSF,SalePrice,KitchenQual,ExterQual,FireplaceQu,GarageFinish
287,858,4,1971,1971,5,1,0,0,858,1716,88000,2.0,2.0,0.0,0.0
288,900,5,1967,1967,5,1,280,1,900,2062,122000,2.0,2.0,0.0,1.0
289,1396,6,1915,2003,7,1,384,1,698,2478,153575,2.0,2.0,0.0,1.0
290,1919,8,2006,2006,8,2,685,2,1079,3683,233230,3.0,3.0,4.0,2.0
291,1716,5,1912,2000,9,2,0,0,936,2496,135900,1.0,2.0,0.0,0.0
292,1716,5,1949,2008,8,1,281,1,1148,2765,131000,2.0,2.0,4.0,1.0
293,2263,7,1977,1994,9,2,539,2,1468,3597,235000,3.0,2.0,3.0,3.0
294,1644,6,1953,1953,7,1,418,2,1644,3478,167000,2.0,2.0,4.0,3.0
295,1003,6,1984,1984,6,1,588,2,1003,2594,142500,2.0,2.0,0.0,1.0
296,1558,5,1950,1950,6,1,282,1,910,2750,152000,2.0,2.0,0.0,1.0
297,1950,7,1997,1998,7,2,576,2,975,3501,239000,3.0,3.0,3.0,2.0
298,1743,6,1968,1968,7,1,539,2,1041,2984,175000,2.0,3.0,4.0,1.0
299,1152,6,1950,2004,6,1,300,1,1152,2544,158500,3.0,2.0,4.0,1.0
300,1336,5,1953,1953,5,1,375,1,1336,2876,157000,2.0,2.0,4.0,1.0
301,2452,8,1998,1999,9,2,683,2,1210,4163,267000,3.0,3.0,3.0,3.0
302,1541,7,2001,2002,6,2,843,3,1541,3925,205000,3.0,3.0,3.0,2.0
303,894,5,1972,1972,5,1,552,2,894,2340,149900,2.0,2.0,0.0,1.0
305,2000,8,2004,2005,8,2,888,3,2000,4888,305900,3.0,3.0,0.0,3.0
306,2243,7,1990,1991,8,2,746,3,1122,3689,225000,3.0,3.0,3.0,2.0
307,1406,6,1920,1950,6,1,0,0,1035,1725,89500,1.0,2.0,0.0,0.0
308,861,4,1940,1950,4,1,539,2,861,2261,82500,2.0,2.0,0.0,1.0
309,1944,9,2003,2004,8,2,708,3,1944,4548,360000,4.0,3.0,5.0,3.0
310,1501,6,1993,1994,6,2,420,2,697,2618,165600,3.0,2.0,3.0,3.0
311,972,6,1948,2002,5,1,240,1,972,2184,132000,2.0,2.0,4.0,1.0
312,1118,5,1939,1950,5,1,410,2,793,2321,119900,2.0,2.0,4.0,1.0
313,2036,7,1965,1965,8,2,513,2,2036,4685,375000,2.0,2.0,4.0,2.0
314,1641,7,1925,1990,6,1,546,2,832,2915,178000,4.0,2.0,4.0,1.0
315,1432,7,2004,2005,6,2,432,2,716,2580,188500,3.0,3.0,4.0,3.0
316,2353,7,1980,1980,10,2,484,2,1153,3682,260000,4.0,3.0,3.0,2.0
317,1959,8,2006,2006,8,2,1025,3,1088,4072,270000,3.0,3.0,4.0,2.0
318,2646,7,1993,1993,9,2,656,3,1372,4649,260000,3.0,3.0,3.0,2.0
319,1472,7,1980,1980,6,2,588,2,1472,3432,187500,2.0,2.0,3.0,1.0
320,2596,9,2006,2006,9,3,840,3,1249,4685,342643,3.0,2.0,0.0,2.0
321,2468,8,2004,2004,10,2,872,3,1136,4476,354000,3.0,3.0,4.0,3.0
322,2730,7,1986,1987,8,2,576,2,1553,4808,301000,3.0,3.0,3.0,3.0
323,1163,3,1955,2005,6,1,220,1,1163,2545,126175,2.0,2.0,0.0,1.0
325,803,5,1941,1950,5,1,360,2,803,1883,87000,2.0,2.0,0.0,1.0
326,1719,8,1993,1993,6,1,473,2,1719,3911,324000,3.0,3.0,4.0,3.0
327,1383,6,1960,1960,7,1,292,1,1383,3058,145250,2.0,2.0,0.0,2.0
328,2134,6,1916,1994,10,2,441,2,1445,3419,214500,3.0,2.0,0.0,1.0
329,1192,5,1920,1950,6,1,189,1,596,1977,78000,2.0,2.0,0.0,1.0
330,1728,5,1964,1964,10,2,352,1,1728,3808,119000,2.0,2.0,0.0,1.0
331,1056,5,1958,1992,6,1,308,1,1056,2420,139000,2.0,2.0,0.0,2.0
332,1629,8,2003,2004,7,2,880,3,1629,5715,284000,3.0,3.0,4.0,2.0
333,1358,7,2004,2004,6,2,484,2,1358,3200,207000,3.0,3.0,4.0,2.0
334,1638,6,1998,1998,7,2,472,2,943,3053,192000,2.0,2.0,3.0,3.0
335,1786,5,1965,1965,7,2,529,2,1619,3814,228950,2.0,2.0,4.0,3.0
336,1922,9,2005,2006,8,2,676,3,1922,4520,377426,3.0,3.0,4.0,3.0
337,1536,7,2002,2003,7,2,532,2,1536,3604,214000,3.0,3.0,0.0,2.0
338,1621,7,1984,1998,8,2,440,2,1621,3269,202500,3.0,3.0,0.0,2.0
339,1215,6,1958,1998,6,1,297,1,1215,2727,155000,2.0,2.0,0.0,1.0
340,1908,8,2002,2002,9,2,431,2,993,3306,202900,3.0,3.0,0.0,3.0
341,841,4,1950,1950,4,1,294,1,841,1856,82000,2.0,1.0,0.0,1.0
342,1040,3,1949,1950,6,2,400,2,1040,1440,87500,2.0,2.0,0.0,1.0
343,1684,9,2005,2005,6,2,564,2,1684,3932,266000,4.0,4.0,5.0,2.0
344,1112,5,1976,1976,4,1,336,1,536,1984,85000,2.0,2.0,0.0,1.0
345,1577,6,1939,1950,6,1,312,1,972,2861,140200,1.0,2.0,4.0,1.0
346,958,6,1960,1998,5,1,301,1,958,2217,151500,2.0,2.0,0.0,2.0
347,1478,6,1960,1960,6,2,498,2,1478,3454,157500,2.0,2.0,4.0,1.0
348,1626,7,2003,2004,6,2,474,2,764,2864,154000,3.0,3.0,0.0,2.0
349,2728,9,2005,2006,10,2,706,3,1848,5282,437154,4.0,4.0,5.0,3.0
350,1869,9,2007,2007,6,2,617,2,1869,4355,318061,4.0,4.0,4.0,2.0
351,1453,7,1986,1986,6,1,445,2,1453,3351,190000,3.0,2.0,3.0,2.0
352,1111,5,1941,1950,5,1,200,1,616,1927,95000,2.0,2.0,0.0,1.0
353,720,6,1928,2003,5,1,484,2,720,1828,105900,2.0,2.0,0.0,1.0
354,1595,6,1940,2000,6,1,240,1,1192,2775,140000,2.0,2.0,4.0,1.0
355,1200,6,1995,1995,6,2,521,2,1200,2921,177500,3.0,3.0,0.0,2.0
356,1167,6,1992,1992,6,2,400,2,1167,2725,173000,3.0,2.0,0.0,2.0
357,1142,5,1976,1976,6,1,528,2,1142,2812,134000,2.0,2.0,1.0,3.0
358,1352,5,1958,1958,6,1,288,1,1352,2702,130000,3.0,2.0,0.0,1.0
359,1924,8,1998,1998,7,2,592,2,1086,3602,280000,3.0,3.0,3.0,2.0
360,912,6,1978,1978,5,1,470,2,912,2270,156000,2.0,2.0,3.0,2.0
361,1505,5,1940,1982,8,1,240,1,988,2628,145000,2.0,2.0,0.0,1.0
362,1922,7,2003,2003,7,3,672,2,495,2594,198500,3.0,3.0,5.0,2.0
363,987,6,1972,2007,5,1,264,1,483,1734,118000,3.0,2.0,0.0,1.0
364,1574,6,1976,1976,6,2,566,2,790,2936,190000,2.0,2.0,3.0,3.0
365,1344,5,1920,1997,6,1,468,1,672,2484,147000,2.0,2.0,0.0,1.0
366,1394,6,1963,1963,6,1,514,2,1394,3302,159000,2.0,2.0,4.0,2.0
367,1431,6,1962,1962,6,1,296,1,1431,2826,165000,2.0,2.0,4.0,2.0
368,1268,5,1954,1954,7,1,244,1,1268,2780,132000,2.0,2.0,4.0,3.0
369,1287,5,1959,2006,7,1,576,2,1287,2926,162000,3.0,2.0,4.0,3.0
370,1664,6,2000,2000,7,2,460,2,953,3077,172400,2.0,2.0,3.0,2.0
371,1588,4,1959,1959,7,2,680,2,1120,2268,134432,2.0,2.0,4.0,3.0
372,752,6,1984,1984,4,1,264,1,752,1760,125000,2.0,2.0,0.0,1.0
373,1319,5,1953,1953,5,1,270,1,1319,2197,123000,2.0,2.0,0.0,1.0
374,1928,7,2003,2004,8,2,434,2,847,3209,219500,3.0,3.0,4.0,3.0
376,914,5,1996,1996,5,1,576,2,914,2360,148000,2.0,3.0,0.0,1.0
377,2466,8,2004,2005,8,3,610,2,1580,4656,340000,3.0,3.0,4.0,2.0
378,1856,9,2010,2010,8,1,834,3,1856,4546,394432,4.0,3.0,5.0,3.0
379,1800,6,2000,2000,7,2,463,2,1007,3245,179000,2.0,2.0,3.0,3.0
380,1691,5,1924,1950,6,2,308,1,1026,3025,127000,3.0,2.0,4.0,1.0
381,1301,7,2006,2006,5,2,572,2,1301,3166,187750,3.0,3.0,4.0,2.0
382,1797,7,2006,2006,8,2,639,2,939,3375,213500,3.0,3.0,0.0,2.0
383,784,6,1928,1950,5,1,360,2,784,1928,76000,2.0,2.0,0.0,1.0
384,1953,6,1992,1992,9,2,501,2,1079,4034,240000,3.0,3.0,2.0,3.0
385,1269,8,2004,2005,6,2,430,2,1269,2955,192000,3.0,3.0,3.0,3.0
386,1184,5,1910,1996,8,1,0,0,658,1842,81000,2.0,2.0,0.0,0.0
387,1125,6,1976,1976,6,1,352,1,1125,2518,125000,2.0,2.0,2.0,1.0
388,1479,7,1999,2000,6,2,577,2,1479,3524,191000,3.0,3.0,0.0,2.0
389,2332,10,2007,2008,9,2,846,3,1742,4860,426000,4.0,4.0,5.0,3.0
390,1367,5,1900,1950,7,1,384,1,961,2612,119000,2.0,2.0,0.0,1.0
391,1961,6,2001,2002,7,2,560,2,804,3325,215000,3.0,2.0,3.0,3.0
392,882,5,1959,1959,5,1,294,1,882,1176,106500,2.0,2.0,0.0,2.0
393,788,4,1941,1950,4,1,0,0,788,1576,100000,2.0,2.0,3.0,0.0
394,1034,5,1940,1950,5,1,240,1,735,2009,109000,2.0,2.0,0.0,1.0
395,1144,5,1956,1956,6,1,596,1,1144,2884,129000,2.0,2.0,0.0,1.0
396,894,5,1972,1972,6,1,600,2,894,2388,123000,2.0,2.0,0.0,2.0
397,1812,5,1962,1962,8,2,264,1,876,2940,169500,2.0,2.0,3.0,2.0
398,1077,5,1920,1950,6,1,338,1,1077,2376,67000,2.0,2.0,0.0,1.0
399,1550,7,2006,2007,7,2,438,2,1112,3080,241000,3.0,3.0,0.0,3.0
400,1288,8,1996,1996,4,1,500,2,1288,3048,245500,4.0,3.0,4.0,3.0
401,1310,7,2005,2005,6,2,400,2,1310,3020,164990,3.0,3.0,4.0,3.0
402,672,5,1940,1997,4,1,240,1,672,1584,108000,2.0,2.0,0.0,1.0
403,2263,8,1998,1998,10,2,420,2,1165,3824,258000,3.0,3.0,3.0,3.0
404,1572,6,1995,1996,7,2,373,2,806,2751,168000,2.0,2.0,3.0,3.0
405,1620,4,1976,1993,8,2,490,2,1620,3391,150000,2.0,2.0,3.0,1.0
406,1639,6,1936,1950,6,1,240,1,1166,2470,115000,2.0,2.0,0.0,1.0
407,1680,6,1915,1976,8,2,308,1,840,2828,177000,2.0,2.0,0.0,1.0
408,2172,7,2006,2006,9,2,947,3,1071,4182,280000,3.0,3.0,4.0,2.0
409,2078,8,2007,2008,8,2,836,3,1050,3948,339750,4.0,3.0,4.0,3.0
410,1276,5,1958,1958,5,1,350,1,1276,2902,60000,2.0,2.0,0.0,1.0
411,1056,5,1955,1955,5,1,572,2,1056,2684,145000,2.0,2.0,0.0,3.0
412,1478,7,2009,2009,7,2,484,2,1478,3432,222000,3.0,4.0,4.0,3.0
413,1028,5,1927,1950,5,1,360,2,1028,2396,115000,2.0,2.0,4.0,1.0
414,2097,7,1993,1993,9,2,678,3,1080,3855,228000,3.0,3.0,3.0,1.0
415,1340,7,2007,2007,6,2,396,2,1340,3076,181134,3.0,3.0,0.0,3.0
416,1400,6,1978,1978,6,1,440,2,672,2512,149500,2.0,2.0,3.0,3.0
417,2624,6,1918,1950,10,2,864,3,1370,4858,239000,2.0,2.0,4.0,1.0
418,1134,5,1940,1950,7,1,240,1,756,2130,126000,2.0,2.0,0.0,1.0
419,1056,5,1968,1968,6,1,304,1,1056,2416,142000,2.0,2.0,2.0,1.0
421,1602,6,1977,2000,8,2,529,2,1602,3733,215000,3.0,3.0,3.0,3.0
422,988,5,1954,1954,4,1,520,2,988,2496,113000,2.0,2.0,0.0,2.0
423,2630,8,1998,1998,8,2,696,3,1470,4796,315000,3.0,3.0,3.0,3.0
424,1196,6,1956,1956,6,1,297,1,1196,2689,139000,2.0,2.0,4.0,2.0
425,1389,7,1946,1992,6,1,240,1,707,2280,135000,2.0,2.0,4.0,1.0
426,1644,7,1989,1989,5,2,569,2,1644,3731,275000,3.0,3.0,3.0,3.0
427,907,4,1957,1957,5,1,352,1,907,2166,109008,2.0,2.0,0.0,1.0
428,1208,7,2007,2007,6,2,628,2,1208,3044,195400,3.0,3.0,0.0,2.0
429,1412,6,1988,1988,6,2,576,2,1412,3380,175000,3.0,2.0,3.0,1.0
430,987,6,1971,1971,4,1,264,1,483,1734,85400,2.0,2.0,0.0,1.0
431,1198,6,1920,1998,7,1,0,0,1088,2099,79900,2.0,2.0,0.0,0.0
432,1365,5,1971,1971,6,1,440,2,765,2570,122500,2.0,2.0,0.0,1.0
433,1604,6,1997,1998,7,2,470,2,926,3000,181000,2.0,2.0,3.0,3.0
434,630,4,1972,1972,3,1,0,0,630,1260,81000,2.0,2.0,0.0,0.0
435,1661,7,1996,1996,6,2,550,2,827,3010,212000,3.0,3.0,3.0,2.0
436,1118,6,1920,1950,6,1,440,2,734,2206,116000,2.0,2.0,0.0,1.0
437,904,6,1926,2004,4,1,180,1,904,1968,119000,2.0,3.0,0.0,1.0
438,694,5,1913,2002,4,1,352,1,694,1486,90350,3.0,2.0,4.0,1.0
439,1196,6,1920,2000,7,1,528,2,684,2408,110000,3.0,2.0,0.0,1.0
440,2402,10,2008,2008,10,2,672,3,2402,6168,555000,4.0,4.0,4.0,3.0
441,1440,4,1955,1955,8,2,0,0,1440,2880,118000,1.0,2.0,0.0,0.0
442,1573,5,1930,1992,8,2,360,2,1128,3011,162900,2.0,2.0,4.0,1.0
443,1258,7,2006,2007,6,2,648,3,1258,3164,172500,3.0,3.0,4.0,3.0
444,1908,7,1994,1995,8,2,493,2,933,3316,210000,3.0,3.0,3.0,1.0
445,1689,6,1956,1956,7,1,480,2,1689,3605,127500,2.0,2.0,4.0,1.0
446,1888,6,1966,2002,6,2,578,2,1888,3983,190000,3.0,3.0,4.0,3.0
447,1886,7,1998,1999,10,2,431,2,956,3247,199900,3.0,3.0,3.0,3.0
448,1376,6,1937,1950,7,2,198,1,780,2354,119500,2.0,2.0,4.0,1.0
449,1183,3,1948,2002,6,1,308,1,679,2140,120000,2.0,2.0,0.0,1.0
450,813,6,1930,2005,5,1,270,1,813,1896,110000,3.0,2.0,0.0,1.0
451,1533,7,1975,1975,5,2,576,2,1533,3642,280000,3.0,2.0,3.0,1.0
452,1756,6,1996,1997,7,2,422,2,888,3050,204000,2.0,3.0,0.0,3.0
453,1590,8,2008,2008,6,2,676,2,786,3034,210000,3.0,3.0,0.0,2.0
454,1728,5,1976,1976,8,2,560,2,1728,4016,188000,2.0,2.0,0.0,1.0
455,1242,7,1973,1973,6,1,528,2,1242,3012,175500,2.0,2.0,3.0,1.0
456,1344,5,1916,1950,7,1,513,3,624,2481,98000,2.0,2.0,0.0,1.0
457,1663,4,1954,1994,6,1,529,2,1663,3556,256000,3.0,2.0,4.0,3.0
458,1666,8,1925,1996,7,1,228,1,833,2482,161000,3.0,2.0,4.0,1.0
459,1203,5,1950,1950,5,1,352,1,979,2264,110000,3.0,2.0,3.0,1.0
460,1935,8,2009,2009,8,2,552,2,832,3319,263435,2.0,3.0,0.0,3.0
461,1135,7,1936,2007,6,1,576,2,575,2271,155000,3.0,3.0,0.0,2.0
462,864,5,1965,1965,5,1,360,1,864,2088,62383,2.0,2.0,1.0,1.0
463,1660,6,1934,1995,6,1,240,1,849,2615,188700,2.0,2.0,4.0,1.0
464,1040,5,1978,1978,5,2,0,0,1040,2080,124000,2.0,2.0,0.0,0.0
465,1414,7,2004,2004,6,2,398,2,1414,3187,178740,3.0,3.0,3.0,3.0
466,1277,7,1970,1970,5,1,526,2,1277,3080,167000,2.0,2.0,1.0,1.0
467,1644,5,1942,1995,7,1,312,1,888,2684,146500,3.0,2.0,4.0,1.0
468,1634,8,2006,2006,7,2,866,3,1634,4126,250000,3.0,3.0,4.0,2.0
469,1710,6,1993,1993,7,2,506,2,832,3048,187000,3.0,3.0,0.0,2.0
470,1502,8,1985,1985,4,1,528,2,1502,3518,212000,3.0,3.0,0.0,2.0
471,1969,7,1977,1977,8,2,534,2,1161,3311,190000,2.0,2.0,4.0,2.0
472,1072,6,2005,2005,5,1,525,2,1072,2144,148000,2.0,2.0,0.0,2.0
473,1976,8,2006,2007,7,2,908,3,1976,4860,440000,3.0,3.0,5.0,2.0
474,1652,8,2000,2000,6,2,499,2,1652,3645,251000,4.0,3.0,0.0,2.0
475,970,5,1963,1963,5,1,624,2,970,2564,132500,2.0,2.0,0.0,1.0
476,1493,6,1997,1998,7,2,508,2,1493,3479,208900,3.0,2.0,3.0,3.0
477,2643,9,2006,2006,9,2,694,3,2069,5490,380000,4.0,4.0,4.0,3.0
478,1718,8,2007,2008,7,2,826,3,1718,4249,297000,3.0,3.0,4.0,2.0
479,1131,4,1937,2000,7,1,672,2,1131,2710,89471,2.0,2.0,0.0,1.0
480,1850,9,2004,2005,8,2,772,3,1850,4455,326000,3.0,3.0,4.0,3.0
481,1792,9,2003,2004,6,2,874,3,1792,4458,374000,4.0,3.0,4.0,3.0
482,1826,7,1915,2005,7,1,164,1,916,2900,155000,4.0,3.0,4.0,1.0
483,1216,6,1998,1998,5,2,402,2,1216,2834,164000,2.0,2.0,0.0,1.0
484,999,5,1962,2001,6,1,264,1,999,2262,132500,3.0,2.0,0.0,1.0
485,1113,5,1950,2007,5,1,264,1,1113,2490,147000,3.0,3.0,4.0,1.0
486,1073,5,1965,1965,6,1,515,2,1073,2661,156000,2.0,2.0,0.0,2.0
487,1484,5,1971,1971,7,2,487,2,1484,3455,175000,2.0,2.0,3.0,1.0
488,2414,5,1900,1970,10,2,520,2,1766,3888,160000,2.0,2.0,4.0,1.0
489,630,4,1970,2002,3,1,286,1,630,1546,86000,3.0,2.0,0.0,1.0
490,1304,5,1976,1976,4,1,336,1,616,1904,115000,2.0,2.0,4.0,3.0
491,1578,6,1941,1950,5,1,240,1,958,2624,133000,1.0,2.0,3.0,1.0
492,1456,6,2006,2006,8,2,429,2,728,2613,172785,2.0,3.0,0.0,2.0
493,1269,5,1960,1960,6,1,308,1,1269,2846,155000,2.0,2.0,2.0,1.0
494,886,5,1938,1996,4,1,273,1,886,1349,91300,2.0,2.0,0.0,1.0
495,720,4,1920,1950,4,1,0,0,720,1440,34900,2.0,2.0,0.0,0.0
497,1820,7,1925,1950,8,2,240,1,1133,3086,184000,2.0,2.0,0.0,1.0
498,899,5,1967,2004,5,1,288,1,899,2051,130000,3.0,2.0,0.0,3.0
499,912,5,1958,1985,5,1,297,1,912,2121,120000,2.0,2.0,0.0,3.0
500,1218,6,1973,1973,7,1,264,1,672,2154,113000,2.0,2.0,0.0,1.0
501,1768,7,2005,2005,7,2,603,2,866,3237,226700,3.0,3.0,0.0,2.0
502,1214,5,1965,1965,6,1,461,2,1214,2889,140000,2.0,2.0,0.0,1.0
503,1801,7,1959,1997,6,2,484,2,1801,3786,289000,2.0,2.0,3.0,3.0
504,1322,6,1974,1974,6,2,440,2,855,2617,147000,2.0,2.0,2.0,1.0
505,1960,5,1952,1952,10,2,400,2,960,3320,124500,2.0,2.0,0.0,1.0
506,1911,8,1993,1994,8,2,471,2,1065,3159,215000,3.0,3.0,3.0,2.0
507,1218,6,2009,2009,4,2,676,2,1218,3112,208300,3.0,3.0,0.0,3.0
508,1378,7,1928,2005,7,2,360,2,689,2427,161000,3.0,2.0,4.0,1.0
509,1041,5,1959,1959,6,1,270,1,1041,2352,124500,2.0,2.0,0.0,2.0
510,1363,5,1951,2000,6,1,288,1,1363,2659,164900,2.0,3.0,3.0,1.0
511,1368,7,2005,2006,6,2,474,2,1368,3210,202665,3.0,3.0,4.0,2.0
512,864,5,1958,1958,5,1,624,2,864,2352,129900,2.0,2.0,0.0,1.0
513,1080,6,1983,1983,5,1,484,2,1080,2648,134000,2.0,2.0,0.0,1.0
514,789,5,1926,1950,5,1,200,1,789,1757,96500,2.0,2.0,0.0,1.0
515,2020,10,2009,2009,9,2,900,3,2020,4926,402861,4.0,4.0,4.0,3.0
516,2119,6,1972,1972,7,2,583,2,1378,3391,158000,2.0,2.0,3.0,2.0
517,2344,7,1996,1997,7,2,889,3,1277,4497,265000,3.0,3.0,3.0,2.0
518,1796,6,1998,1998,7,2,546,2,882,3136,211000,2.0,2.0,0.0,2.0
519,2080,7,1926,2004,9,1,282,1,1276,3638,234000,3.0,3.0,4.0,1.0
520,1294,4,1900,2000,7,2,0,0,694,1294,106250,2.0,2.0,0.0,0.0
521,1244,6,1957,1957,6,1,336,1,1244,2824,150000,2.0,2.0,4.0,1.0
522,1664,6,1947,1950,7,2,420,2,1004,3088,159000,2.0,2.0,4.0,1.0
524,2398,7,1996,1997,8,2,834,3,1383,4611,315750,3.0,3.0,3.0,3.0
525,1266,7,2005,2005,6,2,453,2,1266,2976,176000,3.0,3.0,3.0,1.0
526,928,5,1956,2000,4,1,252,1,928,2108,132000,2.0,2.0,0.0,1.0
528,605,4,1920,2002,5,1,0,0,605,1133,86000,2.0,2.0,0.0,0.0
529,2515,6,1957,1975,9,3,484,2,2515,5034,200624,2.0,3.0,3.0,2.0
530,1509,6,1988,1989,5,2,600,2,1509,3570,175000,3.0,3.0,2.0,2.0
531,1362,6,1920,1999,6,2,502,2,751,2475,128000,2.0,2.0,0.0,3.0
532,827,5,1955,2007,5,1,392,1,827,1219,107500,2.0,2.0,1.0,1.0
534,1414,8,2004,2004,6,2,403,2,707,2524,178000,3.0,3.0,4.0,3.0
535,1347,5,1910,1991,5,1,0,0,820,2464,107500,2.0,2.0,0.0,0.0
536,1724,7,1998,1999,8,2,527,2,880,3131,188000,3.0,2.0,0.0,3.0
537,864,4,1972,1972,5,1,576,2,864,2304,111250,2.0,2.0,0.0,1.0
538,1159,5,1968,1968,7,1,336,1,1159,2546,158000,2.0,2.0,2.0,1.0
539,1601,8,2001,2002,6,2,670,2,1601,3852,272000,3.0,3.0,3.0,2.0
540,1838,9,2006,2006,8,2,765,3,1838,4441,315000,4.0,4.0,4.0,3.0
541,2285,8,2000,2000,8,2,648,3,997,3902,248000,3.0,3.0,3.0,3.0
542,1680,7,1998,1999,7,2,583,2,1680,3913,213250,3.0,3.0,3.0,3.0
543,767,7,1998,1998,4,1,367,1,767,1857,133000,2.0,2.0,0.0,3.0
544,1496,7,2006,2006,7,2,426,2,664,2576,179665,3.0,3.0,4.0,2.0
545,2183,7,1988,1988,9,2,786,3,1377,4173,229000,3.0,3.0,0.0,1.0
546,1635,6,1923,1950,6,1,440,2,915,3140,210000,2.0,2.0,4.0,1.0
547,768,5,1970,1970,5,1,624,2,768,2160,129500,2.0,2.0,0.0,1.0
548,825,5,1955,1995,4,1,720,2,825,2370,125000,2.0,2.0,0.0,2.0
549,2094,7,2003,2004,8,2,615,2,912,3621,263000,3.0,3.0,4.0,3.0
550,1069,6,1977,1977,4,2,440,2,1069,2578,140000,2.0,2.0,0.0,2.0
551,928,5,1957,1957,5,1,288,1,928,2144,112500,2.0,2.0,0.0,3.0
552,1717,8,2006,2006,7,2,908,3,1717,4334,255500,3.0,3.0,4.0,2.0
553,1126,4,1949,2003,5,2,520,2,1126,1646,108000,3.0,2.0,0.0,3.0
554,2046,7,2003,2004,8,2,871,3,1006,3915,284000,3.0,3.0,4.0,2.0
555,1048,5,1922,1950,5,1,280,1,1048,2321,113000,2.0,2.0,4.0,1.0
556,1092,5,1957,1957,6,1,299,1,1092,2483,141000,2.0,2.0,3.0,3.0
557,1336,4,1920,1950,7,1,570,1,897,2543,108000,2.0,2.0,0.0,1.0
558,1446,7,1996,1997,6,2,406,2,729,2581,175000,2.0,2.0,3.0,1.0
559,1557,7,2003,2004,7,2,420,2,1557,3351,234000,3.0,3.0,3.0,3.0
560,1392,5,1957,1996,5,1,528,2,1392,3312,121500,2.0,2.0,4.0,1.0
561,1389,5,1974,1975,6,1,418,2,1389,3196,170000,2.0,2.0,3.0,2.0
562,996,5,1940,1969,6,1,0,0,996,1992,108000,2.0,2.0,4.0,0.0
563,1674,6,1918,1950,8,2,396,2,1163,3233,185000,2.0,2.0,4.0,3.0
564,2295,7,1992,2000,9,2,590,2,1166,3980,268000,3.0,3.0,3.0,2.0
565,1647,6,1915,1950,6,1,216,1,841,2669,128000,1.0,2.0,0.0,1.0
567,1535,7,2004,2004,7,2,532,2,1535,3584,214000,3.0,3.0,0.0,2.0
568,2132,8,1983,2009,5,1,612,2,1496,4240,316600,3.0,3.0,4.0,3.0
569,943,5,1979,1979,4,1,600,2,943,2486,135960,2.0,2.0,3.0,1.0
570,1728,5,1965,1965,10,2,576,2,1728,4032,142600,2.0,2.0,0.0,1.0
571,864,6,1959,1959,4,1,288,1,864,2016,120000,3.0,2.0,0.0,1.0
572,1692,7,2009,2009,6,2,650,2,846,3188,224500,3.0,2.0,0.0,2.0
573,1430,7,2000,2000,8,2,400,2,774,2214,170000,2.0,2.0,3.0,2.0
574,1109,5,1971,2005,5,1,288,1,576,1769,139000,2.0,2.0,0.0,1.0
575,1216,5,1947,1950,6,1,336,1,832,2384,118500,2.0,2.0,0.0,1.0
576,1477,7,1928,1950,6,2,216,1,877,2554,145000,2.0,2.0,4.0,1.0
577,1320,5,1966,1966,6,1,564,2,1320,3048,164500,2.0,2.0,2.0,2.0
578,1392,7,2007,2007,5,2,540,2,703,2621,146000,3.0,3.0,0.0,1.0
579,1795,5,1954,1954,7,2,352,1,1050,3197,131500,2.0,2.0,0.0,1.0
580,1429,6,1960,1987,7,1,572,2,1429,3145,181900,3.0,2.0,4.0,1.0
