,GrLivArea,OverallQual,YearBuilt,YearRemodAdd,TotRmsAbvGrd,FullBath,GarageArea,GarageCars,1stFlrSF,totalFlrSF,SalePrice,KitchenQual,ExterQual,FireplaceQu,GarageFinish
581,2042,8,2008,2009,8,2,1390,3,2042,5474,253293,4.0,4.0,4.0,2.0
582,816,6,1990,1990,5,1,0,0,816,1632,118500,2.0,2.0,0.0,0.0
583,2775,10,1893,2000,9,3,880,2,1521,4892,325000,3.0,4.0,4.0,1.0
584,1573,4,1935,1995,6,1,240,1,989,2697,133000,3.0,2.0,0.0,1.0
585,2028,8,2005,2006,7,2,880,3,2028,4776,369900,3.0,3.0,4.0,2.0
586,838,6,1918,2000,5,1,275,1,838,1929,130000,1.0,2.0,0.0,3.0
587,860,5,1982,1982,4,1,528,2,860,2228,137000,2.0,2.0,0.0,1.0
588,1473,5,1968,2003,5,1,452,1,1473,3362,143000,4.0,2.0,4.0,1.0
589,935,5,1930,1960,4,1,308,1,779,1829,79500,2.0,2.0,0.0,1.0
590,1582,7,2004,2004,6,2,520,2,770,2872,185900,3.0,3.0,0.0,2.0
591,2296,10,2008,2008,10,2,842,3,1728,4860,451950,4.0,4.0,4.0,2.0
592,816,5,1982,2003,4,1,816,2,816,2448,138000,2.0,2.0,0.0,3.0
593,848,6,2003,2003,4,1,420,2,848,2116,140000,3.0,3.0,0.0,3.0
594,924,5,1975,1975,5,1,280,1,924,2128,110000,2.0,2.0,0.0,1.0
595,1826,8,2005,2006,7,2,758,3,1826,4398,319000,3.0,3.0,3.0,3.0
596,1368,6,1910,1993,7,1,216,1,684,2268,114504,2.0,2.0,0.0,1.0
597,1402,7,2006,2007,7,0,648,3,1402,3308,194201,3.0,3.0,4.0,3.0
598,1647,5,1977,1977,7,2,621,2,1647,3698,217500,3.0,2.0,3.0,3.0
599,1556,6,1980,1980,6,2,452,2,716,2724,151000,2.0,2.0,3.0,3.0
600,1904,8,2005,2005,8,2,736,2,1058,3698,275000,4.0,3.0,4.0,3.0
601,1375,6,1937,1950,6,1,544,1,780,2699,141000,3.0,2.0,4.0,1.0
602,1915,8,1992,1992,8,2,506,2,927,3329,220000,3.0,3.0,3.0,3.0
603,1200,7,2004,2005,4,2,480,2,600,2280,151000,3.0,3.0,0.0,2.0
604,1494,7,2002,2002,6,2,530,2,1494,3518,221000,3.0,3.0,3.0,2.0
605,1986,7,1965,1990,7,2,486,2,1186,3240,205000,2.0,2.0,2.0,1.0
606,1040,5,1996,1996,6,1,576,2,1040,2656,152000,3.0,2.0,0.0,1.0
607,2008,5,1948,2002,8,3,230,1,1112,3134,225000,4.0,2.0,0.0,1.0
609,1029,4,1961,1961,5,1,261,1,1029,2319,118500,2.0,2.0,0.0,1.0
610,2153,9,2000,2000,8,2,736,3,1476,4329,313000,4.0,3.0,5.0,3.0
611,1032,6,1978,1978,6,2,564,2,1032,2628,148000,2.0,2.0,3.0,1.0
612,1872,8,2001,2001,7,2,531,2,1299,3702,261500,4.0,3.0,3.0,2.0
613,1120,5,2007,2007,6,1,0,0,1120,2240,147000,2.0,2.0,0.0,0.0
614,630,4,1972,1972,3,1,0,0,630,1260,75500,2.0,2.0,0.0,0.0
615,1054,6,1963,1963,6,1,480,2,1054,2470,137500,3.0,2.0,0.0,2.0
616,1509,6,2002,2003,7,2,393,2,807,2685,183200,3.0,3.0,4.0,3.0
617,832,6,1954,1954,4,1,528,2,832,2192,105500,3.0,2.0,0.0,1.0
618,1828,9,2007,2007,9,2,774,3,1828,4424,314813,3.0,4.0,4.0,1.0
619,2262,8,2003,2003,10,2,749,3,1482,4493,305000,3.0,3.0,4.0,3.0
620,864,3,1914,1950,5,1,0,0,864,1728,67000,2.0,2.0,0.0,0.0
621,2614,6,1974,1997,9,2,624,2,1548,4760,240000,2.0,2.0,3.0,2.0
622,980,5,1977,1977,6,1,484,2,980,2444,135000,2.0,2.0,0.0,1.0
623,1512,6,2000,2000,4,2,440,2,756,2708,168500,3.0,3.0,3.0,1.0
624,1790,6,1972,1972,8,1,484,2,1012,3006,165150,2.0,2.0,3.0,2.0
625,1116,6,1962,1962,5,1,440,2,1116,2672,160000,2.0,2.0,0.0,1.0
626,1422,5,1960,1978,6,1,286,1,1422,2686,139900,2.0,2.0,3.0,2.0
627,1520,6,1955,1972,7,1,364,1,1520,3040,153000,2.0,2.0,4.0,2.0
628,2080,5,1969,1969,9,1,504,2,1040,3624,135000,1.0,2.0,3.0,1.0
629,1350,6,1964,1964,6,1,520,2,1350,3118,168500,2.0,2.0,0.0,2.0
630,1750,5,1880,1991,8,1,240,1,1089,2626,124000,4.0,2.0,0.0,1.0
631,1554,8,2006,2006,6,2,627,2,1554,3735,209500,3.0,3.0,4.0,2.0
632,1411,7,1977,1977,6,2,544,2,1411,3341,82500,2.0,2.0,3.0,3.0
633,1056,5,1954,2005,6,1,260,1,1056,2372,139400,2.0,2.0,0.0,1.0
634,1056,6,1980,1980,4,0,576,2,1056,2688,144000,2.0,2.0,0.0,1.0
636,800,2,1936,1950,4,1,0,0,800,1064,60000,1.0,1.0,1.0,0.0
637,1387,5,1954,1954,7,2,256,1,811,2454,93000,3.0,2.0,0.0,1.0
638,796,5,1910,1950,4,1,0,0,796,1592,85000,2.0,2.0,0.0,0.0
639,1567,8,2006,2006,7,2,648,3,1567,3735,264561,4.0,3.0,4.0,3.0
640,1518,8,2003,2004,6,1,588,2,1518,3624,274000,4.0,4.0,4.0,2.0
641,1929,7,2001,2001,7,2,650,2,1057,3636,226000,3.0,3.0,3.0,3.0
642,2704,8,1972,1995,9,2,538,2,2000,5194,345000,4.0,3.0,3.0,3.0
643,1620,5,1969,1969,7,2,462,2,780,2862,152000,2.0,2.0,0.0,3.0
644,1766,9,2009,2009,7,2,478,3,1766,4010,370878,4.0,4.0,4.0,3.0
645,981,6,1971,1971,5,1,576,2,981,2538,143250,2.0,2.0,0.0,1.0
646,1048,5,1950,1950,7,1,420,2,1048,1468,98300,2.0,2.0,0.0,1.0
647,1094,6,1953,1953,5,1,495,2,1094,2683,155000,2.0,2.0,4.0,2.0
648,1839,6,1966,1966,7,1,442,2,1051,3037,155000,2.0,2.0,3.0,1.0
649,630,4,1970,1970,3,1,0,0,630,1260,84500,2.0,2.0,0.0,0.0
650,1665,7,2007,2007,7,2,562,2,822,3040,205950,3.0,3.0,0.0,2.0
651,1510,4,1940,1950,7,1,296,1,755,2561,108000,2.0,2.0,4.0,1.0
652,1716,7,1996,1996,7,2,512,2,909,3108,191000,3.0,3.0,3.0,2.0
653,1469,6,1906,1995,7,1,216,1,756,2441,135000,2.0,2.0,0.0,1.0
654,2113,8,1995,1995,7,2,839,3,2113,5061,350000,3.0,3.0,3.0,3.0
655,1092,6,1971,1971,6,1,264,1,525,1881,88000,2.0,2.0,0.0,1.0
656,1053,5,1959,2006,5,1,312,1,1053,2418,145500,3.0,3.0,0.0,2.0
657,1502,7,1931,2000,6,1,270,1,851,2548,149000,2.0,2.0,4.0,2.0
658,1458,6,1948,1950,6,1,330,1,912,2700,97500,2.0,2.0,4.0,1.0
659,1486,5,1964,1999,7,1,480,2,1486,3452,167000,2.0,2.0,0.0,3.0
660,1935,7,1976,1976,7,2,550,2,1142,3278,197900,2.0,2.0,3.0,2.0
661,2448,8,1994,2005,8,2,711,3,1686,4788,402000,3.0,3.0,3.0,2.0
662,1392,6,1968,1968,5,1,576,2,1392,3360,110000,2.0,2.0,3.0,2.0
663,1181,4,1972,1972,6,2,588,2,1181,2907,137500,2.0,2.0,0.0,2.0
664,2097,8,2005,2006,8,1,1134,3,2097,5308,423000,4.0,3.0,5.0,3.0
665,1936,8,2000,2000,7,2,504,2,1454,3846,230500,3.0,3.0,3.0,2.0
666,2380,6,1965,1979,7,2,596,2,1465,3997,129000,2.0,2.0,1.0,1.0
667,1679,6,1994,1998,7,2,575,2,1679,3662,193500,3.0,2.0,2.0,2.0
668,1437,5,1956,1987,6,1,576,2,1437,3201,168000,2.0,2.0,3.0,1.0
669,1180,4,1922,1950,5,1,252,1,1180,2132,137500,1.0,2.0,4.0,1.0
670,1476,6,2005,2005,7,2,540,2,738,2754,173500,3.0,3.0,0.0,3.0
671,1369,6,1925,1950,6,2,300,1,697,2341,103600,2.0,2.0,0.0,1.0
672,1208,6,1977,1977,6,1,546,2,1208,2962,165000,2.0,3.0,3.0,2.0
673,1839,6,1957,2004,7,2,416,2,1839,3732,257500,3.0,2.0,3.0,3.0
674,1136,6,1965,1965,5,1,384,1,1136,2656,140000,2.0,2.0,4.0,2.0
675,1441,6,1978,1978,7,2,440,2,855,2736,148500,2.0,2.0,3.0,1.0
676,1774,4,1900,1950,8,2,779,3,1095,3648,87000,2.0,2.0,0.0,1.0
677,792,5,1924,2006,5,1,240,1,792,1800,109500,3.0,3.0,0.0,1.0
678,2046,8,2008,2008,7,2,834,3,2046,4926,372500,3.0,3.0,4.0,3.0
679,988,5,1961,1961,5,1,572,2,988,2548,128500,2.0,2.0,0.0,1.0
680,923,6,1980,1980,5,2,264,1,923,2110,143000,2.0,2.0,3.0,2.0
681,1520,5,1932,2000,6,1,281,1,848,2594,159434,2.0,2.0,0.0,1.0
682,1291,6,1996,1997,6,1,431,2,1291,3013,173000,3.0,2.0,4.0,1.0
683,1668,9,2002,2002,7,2,702,3,1668,3996,285000,3.0,3.0,3.0,3.0
684,1839,7,1998,1998,7,2,486,2,1195,3520,221000,2.0,3.0,0.0,3.0
685,2090,7,1984,1984,6,2,577,2,1190,3857,207500,3.0,3.0,3.0,3.0
686,1761,7,2007,2007,7,3,578,2,874,3213,227875,3.0,3.0,0.0,3.0
687,1102,7,2004,2004,4,2,480,2,551,2133,148800,3.0,3.0,0.0,1.0
688,1419,8,2007,2007,7,2,567,2,1419,3405,392000,3.0,3.0,4.0,2.0
689,1362,6,2005,2006,6,2,460,2,1362,3184,194700,3.0,3.0,4.0,2.0
690,848,6,2004,2004,3,1,420,2,848,2116,141000,3.0,3.0,3.0,2.0
692,2519,7,1989,1990,9,2,628,2,1238,4357,335000,3.0,3.0,4.0,2.0
693,1073,5,1921,1968,4,1,326,1,1073,2472,108480,2.0,2.0,0.0,1.0
694,1539,5,1936,1950,5,1,576,2,1067,3042,141500,2.0,2.0,0.0,1.0
695,1137,6,1987,1987,5,2,551,2,1137,2800,176000,3.0,2.0,3.0,1.0
696,616,5,1921,1950,4,1,205,1,616,1437,89000,2.0,2.0,0.0,1.0
697,1148,5,1952,1952,6,1,308,1,1148,2436,123500,2.0,2.0,0.0,1.0
698,894,5,1965,2009,5,1,336,1,894,2124,138500,2.0,2.0,4.0,1.0
699,1391,7,2004,2004,5,2,530,2,1391,3312,196000,3.0,3.0,0.0,2.0
700,1800,8,2002,2002,7,2,765,3,1800,4365,312500,3.0,3.0,4.0,3.0
701,1164,7,1969,1969,6,1,528,2,1164,2856,140000,2.0,2.0,0.0,1.0
702,2576,8,2006,2006,10,2,666,3,1264,4476,361919,4.0,4.0,4.0,3.0
703,1812,5,1900,1996,8,2,672,2,1032,2844,140000,3.0,2.0,1.0,1.0
704,1484,7,2004,2005,7,2,606,2,1484,3563,213000,3.0,3.0,0.0,2.0
705,1092,4,1930,1950,7,2,0,0,372,1092,55000,1.0,1.0,0.0,0.0
706,1824,7,1971,2002,5,2,739,2,1824,4206,302000,3.0,2.0,3.0,1.0
707,1324,8,2006,2006,6,2,550,2,1324,3198,254000,3.0,3.0,4.0,3.0
708,1456,7,2007,2007,8,2,400,2,728,2584,179540,3.0,3.0,4.0,3.0
709,904,5,1966,1966,6,1,408,1,904,2188,109900,2.0,2.0,0.0,1.0
710,729,3,1935,2003,5,1,0,0,729,999,52000,2.0,3.0,0.0,0.0
711,1178,4,1900,1950,7,1,384,1,859,2421,102776,2.0,2.0,0.0,2.0
712,1228,8,1988,1989,5,2,472,2,1228,2928,189000,3.0,3.0,4.0,3.0
713,960,4,1970,1970,6,1,576,2,960,2496,129000,2.0,2.0,0.0,1.0
714,1479,6,1976,2005,6,2,475,2,725,2679,130500,3.0,3.0,0.0,2.0
715,1350,6,1974,1974,7,2,478,2,1350,2892,165000,2.0,2.0,3.0,2.0
716,2554,7,1890,1998,8,1,704,2,1576,3976,159500,2.0,2.0,0.0,1.0
717,1178,5,1973,2000,5,1,439,2,1178,2793,157000,3.0,2.0,2.0,1.0
718,2418,7,1993,1994,9,2,983,3,1325,4712,341000,3.0,3.0,3.0,2.0
719,971,5,1969,1969,5,1,300,1,971,2242,128500,2.0,2.0,1.0,1.0
720,1742,8,1985,1985,5,2,564,2,1742,4048,275000,3.0,3.0,3.0,2.0
721,848,6,2004,2004,3,1,420,2,848,2116,143000,3.0,3.0,0.0,2.0
722,864,4,1970,1970,5,1,463,2,864,2191,124500,2.0,2.0,0.0,1.0
723,1470,4,1954,1972,7,2,548,1,997,2959,135000,2.0,2.0,0.0,1.0
724,1698,9,2007,2008,8,2,768,3,1698,4164,320000,4.0,4.0,4.0,3.0
725,864,4,1970,1970,5,1,660,2,864,2388,120500,3.0,2.0,0.0,1.0
726,1680,6,1988,2007,5,2,540,2,1680,3100,222000,3.0,3.0,4.0,3.0
727,1232,7,2007,2007,6,2,632,2,1232,3096,194500,3.0,3.0,0.0,2.0
728,1776,5,1958,1958,9,2,888,3,1776,4248,110000,2.0,2.0,0.0,1.0
729,1208,4,1925,1950,5,1,539,2,848,2167,103000,2.0,2.0,0.0,1.0
730,1616,8,1995,1996,5,2,608,2,1616,3819,236500,3.0,3.0,3.0,2.0
731,1146,7,2003,2003,6,2,438,2,1146,2452,187500,3.0,3.0,4.0,3.0
732,2031,7,1998,1999,8,2,541,2,1153,3725,222500,3.0,3.0,3.0,3.0
733,1144,5,1961,1983,6,1,264,1,1144,2272,131400,2.0,2.0,3.0,2.0
734,948,5,1968,1968,6,1,300,1,948,2196,108000,2.0,2.0,0.0,1.0
735,1768,7,1914,1970,6,1,320,2,880,2968,163000,2.0,2.0,3.0,1.0
736,1040,3,1950,1950,6,2,400,2,1040,1440,93500,2.0,2.0,0.0,1.0
737,1801,8,2005,2005,8,2,800,3,901,3494,239900,3.0,3.0,4.0,3.0
738,1200,5,1987,1988,5,3,0,0,1200,2400,179000,2.0,2.0,0.0,0.0
739,1728,7,2004,2004,7,2,572,2,864,3164,190000,3.0,3.0,0.0,2.0
740,1432,5,1910,2002,7,2,360,2,768,2056,132000,2.0,2.0,0.0,1.0
741,912,6,1961,1996,5,1,288,1,912,2112,142000,3.0,2.0,0.0,1.0
742,1349,7,2000,2001,6,2,539,2,1349,3237,179000,2.0,2.0,0.0,1.0
743,1464,5,1963,1999,6,2,480,2,1464,2464,175000,2.0,2.0,3.0,2.0
744,1337,8,1993,1993,5,2,462,2,1337,3136,180000,3.0,3.0,3.0,2.0
746,2256,7,2000,2000,8,2,554,2,980,3762,236000,3.0,3.0,3.0,3.0
748,1720,7,1996,1996,7,2,527,2,1720,3967,260400,3.0,3.0,3.0,3.0
749,1529,4,1945,1950,9,2,240,1,1088,1769,98000,2.0,2.0,0.0,1.0
750,1140,4,1910,2004,7,1,0,0,792,1716,96500,2.0,2.0,0.0,0.0
751,1320,7,2003,2003,6,2,400,2,660,2380,162000,3.0,3.0,0.0,3.0
752,1494,6,1997,1997,6,2,576,2,1494,3549,217000,3.0,2.0,0.0,2.0
753,2098,8,2005,2005,8,2,878,3,1038,4006,275500,4.0,3.0,4.0,2.0
754,1026,6,1969,2005,5,1,440,2,1026,2492,156000,3.0,2.0,0.0,2.0
755,1471,6,1999,1999,6,2,440,2,742,2640,172500,2.0,2.0,0.0,1.0
756,1768,8,2007,2007,7,2,578,2,866,3212,212000,3.0,3.0,0.0,2.0
757,1386,6,1978,1978,6,2,440,2,672,2498,158900,2.0,2.0,3.0,3.0
758,1501,7,1999,1999,6,2,440,2,757,2685,179400,2.0,2.0,0.0,1.0
759,2531,8,1995,1995,9,2,752,3,1328,4601,290000,3.0,3.0,3.0,2.0
760,864,6,1959,1959,5,1,300,1,864,2028,127500,2.0,2.0,0.0,1.0
761,1301,5,1924,1950,5,1,440,2,1301,2886,100000,1.0,2.0,0.0,1.0
762,1547,7,2009,2009,7,2,614,2,764,2917,215200,3.0,2.0,0.0,1.0
763,2365,8,1999,1999,8,2,856,3,1268,4473,337000,3.0,3.0,4.0,2.0
764,1494,8,1995,1996,6,1,481,2,1494,3469,270000,4.0,3.0,4.0,3.0
765,1506,9,2008,2008,6,2,592,2,1506,3596,264132,4.0,3.0,4.0,3.0
766,1714,7,1988,1988,7,2,496,2,980,3190,196500,2.0,2.0,3.0,1.0
767,1750,6,1940,1985,7,2,423,1,983,3156,160000,2.0,2.0,0.0,1.0
768,1836,7,2004,2005,8,2,484,2,1836,4180,216837,3.0,3.0,4.0,3.0
770,858,5,1982,1982,5,1,576,2,858,2292,134900,2.0,2.0,0.0,1.0
771,1220,4,1951,1951,6,1,396,2,1220,2452,102000,2.0,2.0,0.0,1.0
772,1117,6,1976,1976,6,1,672,2,1117,2818,107000,2.0,2.0,3.0,1.0
773,912,5,1958,1958,5,1,275,1,912,2099,114500,2.0,2.0,0.0,2.0
774,1973,8,2006,2006,9,2,895,3,1973,4803,395000,3.0,3.0,4.0,3.0
775,1204,6,1998,1998,5,2,412,2,1204,2820,162000,2.0,2.0,0.0,3.0
776,1614,7,2005,2006,7,2,865,3,1614,4093,221500,3.0,3.0,0.0,2.0
777,894,5,1974,1974,5,1,440,2,894,2198,142500,2.0,2.0,2.0,1.0
778,2020,5,1977,1977,10,2,630,2,2020,2650,144000,2.0,2.0,3.0,1.0
779,1004,6,1977,1977,4,1,504,2,1004,2483,135000,2.0,2.0,0.0,1.0
780,1253,7,1995,1996,6,2,402,2,1253,2892,176000,2.0,2.0,3.0,3.0
781,1603,6,1992,1992,7,2,484,2,810,2848,175900,3.0,3.0,0.0,2.0
782,1430,7,2001,2002,6,2,605,2,1430,3448,187100,3.0,3.0,0.0,2.0
783,1110,5,1978,1978,4,1,602,2,1110,2809,165500,3.0,2.0,3.0,3.0
784,1484,6,1914,2001,9,2,0,0,742,2226,128000,2.0,2.0,4.0,0.0
785,1342,6,1967,1967,7,2,457,2,1342,3171,161500,2.0,2.0,4.0,1.0
786,1652,5,1915,1950,7,2,416,1,966,2754,139000,2.0,2.0,0.0,1.0
787,2084,7,2004,2004,8,2,618,2,956,3658,233000,3.0,3.0,0.0,2.0
788,901,4,1954,2000,4,1,281,1,901,2083,107900,2.0,2.0,0.0,1.0
789,2087,6,1966,2007,9,2,444,2,976,3363,187500,3.0,2.0,0.0,3.0
790,1145,7,2005,2006,5,2,397,2,1145,2687,160200,3.0,3.0,4.0,3.0
791,1062,6,1976,1976,5,1,539,2,1062,2630,146800,2.0,2.0,3.0,2.0
792,2013,7,1996,1997,8,2,455,2,1127,3585,269790,2.0,3.0,3.0,1.0
793,1496,8,2007,2007,7,2,474,2,1496,3466,225000,3.0,3.0,0.0,3.0
794,1895,7,1994,1996,7,2,409,2,1086,3016,194500,3.0,3.0,3.0,3.0
795,1564,6,1980,1981,7,2,476,2,888,2690,171000,2.0,2.0,3.0,1.0
796,1285,6,1977,1977,7,1,528,2,1285,2473,143500,2.0,2.0,3.0,2.0
797,773,5,1953,1953,4,1,240,1,773,1786,110000,2.0,2.0,0.0,1.0
799,1768,5,1937,1950,7,1,240,1,981,2739,175000,3.0,2.0,3.0,1.0
800,1688,6,1997,1997,8,2,603,2,616,2907,200000,3.0,2.0,0.0,2.0
801,1196,4,1916,1990,5,1,440,2,1196,2832,109900,2.0,2.0,0.0,1.0
802,1456,7,2005,2005,7,2,410,2,728,2594,189000,3.0,3.0,4.0,3.0
804,1128,5,1954,1954,5,1,286,1,1128,2350,118000,2.0,2.0,0.0,1.0
805,1428,7,2008,2008,6,2,554,2,1428,3399,227680,4.0,3.0,0.0,2.0
806,980,5,1967,1967,6,2,384,1,980,2344,135500,2.0,2.0,0.0,3.0
807,1576,5,1923,2004,6,1,528,2,1072,3428,223500,3.0,2.0,3.0,2.0
808,1086,5,1966,1966,6,1,484,2,1086,2594,159950,2.0,2.0,4.0,2.0
810,1309,6,1974,1999,5,1,484,2,1309,2833,181000,3.0,2.0,2.0,2.0
811,848,6,2004,2004,4,1,420,2,848,2116,144500,3.0,3.0,4.0,3.0
812,1044,5,1952,1952,4,1,504,2,1044,2088,55993,1.0,1.0,0.0,1.0
813,1442,6,1958,1958,7,1,301,1,1442,3185,157900,2.0,2.0,0.0,2.0
814,1250,5,1918,1950,7,1,280,1,686,2216,116000,1.0,2.0,0.0,1.0
815,1661,7,1998,1998,6,2,598,2,1661,3908,224900,3.0,2.0,0.0,2.0
816,1008,5,1954,1954,4,1,275,1,1008,2291,137000,2.0,2.0,4.0,2.0
817,1689,8,2002,2002,7,2,857,3,1689,4114,271000,3.0,3.0,4.0,2.0
818,1052,6,1971,1971,6,1,440,2,1052,2502,155000,2.0,2.0,0.0,1.0
819,1358,7,2009,2010,6,2,484,2,1358,3200,224000,3.0,3.0,4.0,2.0
820,1640,7,2003,2003,6,2,595,2,798,3033,183000,3.0,3.0,0.0,2.0
821,936,4,1953,1953,4,1,576,2,936,2448,93000,2.0,1.0,0.0,1.0
822,1733,7,2003,2003,7,2,433,2,847,3013,225000,3.0,3.0,4.0,3.0
823,1489,6,1940,1950,7,2,240,1,944,2507,139500,2.0,2.0,4.0,1.0
824,1489,8,2006,2006,7,2,776,2,1489,3754,232600,3.0,3.0,4.0,2.0
825,2084,10,2007,2008,7,2,1220,3,2084,5382,385000,4.0,4.0,4.0,3.0
826,784,5,1924,1950,5,1,0,0,784,1568,109500,3.0,2.0,0.0,0.0
827,1434,7,2001,2001,6,2,527,2,1434,3415,189000,3.0,3.0,3.0,2.0
828,2126,5,1967,1967,7,2,538,2,1160,3677,185000,2.0,2.0,0.0,3.0
829,1223,7,2005,2005,4,2,480,2,520,2223,147400,3.0,3.0,0.0,2.0
830,1392,6,1957,1957,6,1,458,2,1392,3242,166000,2.0,2.0,4.0,2.0
831,1200,7,2005,2005,4,2,480,2,520,2200,151000,3.0,2.0,0.0,2.0
832,1829,7,2003,2003,7,2,613,2,941,3383,237000,3.0,3.0,3.0,2.0
833,1516,6,1964,1964,6,1,472,2,1516,3504,167000,2.0,2.0,0.0,2.0
834,1144,5,1961,1961,6,1,456,2,1144,2744,139950,2.0,2.0,0.0,1.0
835,1067,4,1950,1995,4,2,436,2,1067,2570,128000,3.0,2.0,0.0,1.0
836,1559,5,1948,1973,5,1,812,2,1559,3930,153500,2.0,2.0,0.0,1.0
837,987,6,1973,1973,5,1,264,1,483,1734,100000,2.0,2.0,0.0,1.0
838,1099,5,1995,2006,6,1,352,1,1099,2550,144000,3.0,2.0,0.0,1.0
839,1200,5,1946,1995,6,1,240,1,768,2208,130500,2.0,2.0,0.0,1.0
840,1482,6,1925,1950,7,2,400,1,810,2554,140000,1.0,2.0,0.0,1.0
841,1539,5,1904,2002,8,2,686,2,958,2875,157500,3.0,2.0,1.0,1.0
842,1165,6,1966,1966,6,1,490,2,1165,2782,174900,2.0,2.0,0.0,2.0
843,1800,5,1961,1961,10,2,0,0,1800,3600,141000,2.0,2.0,0.0,0.0
844,1416,5,1915,1950,7,1,720,3,876,3012,153900,2.0,2.0,4.0,1.0
845,1701,5,1975,1981,6,2,611,2,1701,3702,171000,2.0,2.0,3.0,3.0
846,1775,7,1993,1993,7,2,425,2,1006,2940,213000,3.0,3.0,3.0,1.0
847,864,5,1972,1972,5,1,338,1,864,2066,133500,2.0,2.0,2.0,1.0
848,2358,6,1908,1997,10,3,360,2,1307,3625,240000,2.0,2.0,4.0,1.0
849,1855,6,1976,1994,7,2,512,2,1094,2895,187000,2.0,3.0,3.0,2.0
850,848,6,2003,2003,3,1,420,2,848,2116,131500,3.0,3.0,0.0,3.0
851,1456,8,2003,2003,7,2,400,2,1456,3129,215000,3.0,3.0,3.0,3.0
852,1646,7,1941,1950,7,2,240,1,918,2804,164000,2.0,2.0,4.0,1.0
853,1445,6,1964,1964,7,1,645,2,1445,3217,158000,2.0,2.0,2.0,2.0
854,1779,5,1955,1974,6,1,454,2,1779,3996,170000,2.0,2.0,4.0,1.0
855,1040,5,1962,2010,6,1,260,1,1040,2340,127000,2.0,2.0,0.0,1.0
856,1026,6,1978,1978,5,1,576,2,1026,2542,147000,2.0,2.0,0.0,1.0
857,1481,6,1994,1995,6,2,343,2,702,2526,174000,2.0,2.0,3.0,3.0
858,1370,7,1976,1976,6,2,479,2,1370,2939,152000,2.0,2.0,3.0,2.0
859,2654,6,1968,1984,9,2,619,2,1512,4327,250000,3.0,2.0,4.0,1.0
860,1426,7,1918,1998,7,1,216,1,912,2554,189950,3.0,3.0,4.0,1.0
861,1039,5,1965,1965,6,1,504,2,1039,2582,131500,2.0,2.0,0.0,1.0
862,1097,6,1984,1985,6,2,480,2,1097,2617,152000,2.0,2.0,0.0,1.0
863,1148,5,1959,1959,6,1,672,1,1148,2968,132500,2.0,2.0,0.0,1.0
864,1372,7,2007,2008,6,2,529,2,1372,3273,250580,3.0,3.0,0.0,3.0
865,1002,5,1970,1970,5,1,902,2,1002,2906,148500,2.0,2.0,0.0,1.0
866,1646,8,2006,2007,6,2,870,3,1646,4154,248900,3.0,3.0,4.0,2.0
867,1120,4,1961,1961,5,1,544,2,1120,2704,129000,1.0,2.0,0.0,2.0
868,2320,5,1948,1950,7,2,672,2,1547,2939,169000,2.0,2.0,3.0,1.0
869,1949,7,1993,1994,8,2,574,2,1062,3573,236000,3.0,3.0,3.0,3.0
870,894,5,1962,1962,5,1,308,1,894,2096,109500,2.0,2.0,0.0,1.0
871,1682,6,1998,1998,7,2,523,2,804,3009,200500,3.0,2.0,0.0,2.0
872,910,5,1953,1996,5,1,414,2,910,1429,116000,3.0,3.0,0.0,1.0
873,1268,5,1949,1950,6,1,288,1,1036,2156,133000,2.0,3.0,4.0,1.0
